title,bedrooms,price,location,post_time
Spacious 2 Bed in prime location!!,2br,2700,bed stuyvesant heights,1/14
--WATER VIEW APARTMENT--SKY RISE LUXURY BUILDING,,3154,financial district,1/14
BARGAIN BRIGHT GRAMERCY 2 BED STUNNER - PRIME LOCATION - A STEAL!!!,2br,2995,gramercy,1/14
3 bed on Tapscott Is Ready!,3br,3100,brownsville/east flatbush,1/14
RARE TURTLE BAY DUPLEX 2 BED LOFT STUNNER__AMAZING LOCATION - A STEAL!,2br,4495,midtown east,1/14
BRIGHT EV TRUE 2 BED OASIS___PRIME LOCATION - A STEAL!,2br,3195,east village,1/14
TRANQUIL SUN SWEPT WV 1 BED OASIS___PRIME LOCATION - A STEAL!,1br,3995,west village,1/14
1bedroom,1br,750,white plains,1/14
NewYorkCityApartments.com - Brooklyn - 200+ Listings Updated Daily,,3325,"williamsburg, greenpoint, dumbo, cobble hill, park slope",1/14
NewYorkCityApartments.com - 100+ Chelsea Listings Updated Daily,,4500,chelsea,1/14
NewYorkCityApartments.com - Murray Hill - Ultra Luxury - Roof deck,,8485,midtown,1/14
NewYorkCityApartments.com - Murray Hill - Ultra Luxury - Roof deck,,4685,midtown,1/14
NewYorkCityApartments.com - 100+ Upper West Side Listings,,10000,upper west side,1/14
NewYorkCityApartments.com - 100+ Upper West Side Listings,,5800,upper west side,1/14
NewYorkCityApartments.com - 100+ Upper West Side Listings,,3850,upper west side,1/14
HOUSE+2BDRM1BATH+LIVINGRMKITCHENCOMBOSTAINLESSTEELRDY2GOCLICKNOUTIL!!!,2br,1850,gravesend,1/14
"LARGE BRIGHT 2  bed Apartment,",2br,1850,sunset park   brooklyn,1/14
HUGE 1 Bed with Tons of Natural Light,1br,3100,plg,1/14
Roommate Call! Lux building/ GYM/ROOF/LOUNGE/BIKE ROOM+PETS!,,1325,crown heights/brooklyn,1/14
2 BEDROOM APT FOR RENT,2br,2200,"bronx, ny near pelham pkwy",1/13
* HUGE PRIVATE BACKYARD * NEW RENOVATED BATHROOM * KING SIZED BEDROOMS,,2399,brooklyn,1/13
Breath-taking apartment in FIDI!!!,,8490,financial district,1/13
NO FEE! Super sunny and central West Vil Studio,studio,2980,west village,1/13
3 Bed TEXT ONLY HABLAMOS ESPANOL,3br,2400,"pinegrove, jamaica",1/13
"DUPLEX, SHARED YARD, 2.5 Baths 4 Bed Laundry in Building",4br,3795,"ridgewood, queens",1/13
"Para Rentar: 2 cuartos , sala,cocina y baño en elmhurst ,1 piso",,2300,elmhurst,1/13
For Rent: One bedroom apto in east elmhurst,1br,1950,east elmhurst,1/13
1 Bedroom Apartment in Excellent Area,1br,1595,harrison,1/13
Studio w/ One Bathroom,studio,3000,midtown east,1/13
"1 Bedroom,1 Livingroom Apartment",1br,1655,bay ridge brooklyn,1/13
2BR 1LR Apartment,2br,2025,brooklyn,1/13
2 Bedroom,2br,2500,"new rochelle, ny",1/13
2 bedrooms one barh evrything included,2br,2200,yonkers,1/13
No Fee 3bed/2bath duplex w/d in unit,3br,3800,brooklyn,1/13
No Fee 2bed/2bath in Clinton Hill w laundry in unit,2br,5000,brooklyn,1/13
No Fee 3bed/1bath in Stuy Heights,3br,3250,brooklyn,1/13
CARROLL GARDENS * 1 BED * DISHWASHER * SHARED YARD *,1br,2800,carroll gardens,1/13
CORNER UNIT_CITY VIEWS_2 MONTHS FREE!!!!,,3511,financial district,1/13
NEW Beautiful Renovated 3 Bed Apartment Available in Crown Heights Area,3br,2399,brooklyn,1/13
No Fee * Gorgeous Renovated Spacious 1 Bed 1 Bath * By N/W/M/R Trains,1br,2675,queens,1/13
Quiet EV studio w/ unique amenites,studio,2950,east village,1/13
3 Bed 2 Bath NO FEE,3br,3000,brooklyn,1/13
No fee! Luxury Building-LIC. Stunning 2beds/1baths with HW floors!,2br,5000,long island city,1/13
Beautiful Large Studio - Luxury Building  **No Fee** Steps Away From S,studio,3150,financial district,1/13
:::::: 2CUARTOS BEISMAN <~~~~~~~~ :::::,,1500,woodhaven / ozone park / richmond hill,1/13
Flex 2 BEDROOM IN LUXURY BUILDING WITH WATER VIEW - NO FEE !!,2br,3840,financial district,1/13
2CUARTOS APARTAMENTO<~~~~~~~~~~ listo ya!,,2100,jamaica queens,1/13
~> 3CUARTOS APARTAMENTO + PATIO:::::::::: 3BR Apt. + BACKYARD <~,3br,2950,corona,1/13
BEAUTIFUL 2 BED 1 BATH FLAT!!,2br,2500,brooklyn,1/13
Beautiful furnished tooms,,950,mt vernon,1/13
SPACIOUS 1 Bedroom basement apartment,1br,1700,east elmhurst,1/13
🌟 Awesome 2 Bedroom Apartment located in Bedstuy! $2500,2br,2500,bedstuy,1/13
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,3br,2950,brooklyn,1/13
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,1br,2200,flatbush,1/13
🌟Massive Crown Heights 3 bed 2 bath! $3250!,3br,3250,crown heights,1/13
🌟 Best 4 Bed on Market! Bushwick L/M Train! $3850,4br,3850,bushwick,1/13
🌟 2 Bed + Home Office! Prime Bushwick! $3200,2br,3200,bushwick,1/13
🌟 Brand New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2br,2500,flatbush,1/13
Sunny 1 Bedroom Apt with garden view,1br,1450,fresh meadows/ flushing,1/13
Apartment for rent - 1 Bedroom,1br,1600,staten island,1/13
Spacious 3BR/1.5BA w/ Dinning Room Laundry Bldg By Park & B/Q Trains,3br,3195,prospect park south / flatbush / ditmas park,1/13
RENT STABILIZED. True 3 Bed!! Free Utilities! (Free Electric and HIGH,3br,5990,east village,1/13
"⎷ ⎛LARGE 2 BEDROOM APT WITH LARGE DECK, W/D HOOK-UPS, NEWLY RENOVATED",2br,3200,south slope,1/13
Apartment for rent,,2200,bedford hills,1/13
No fee spacious 2 bedroom in  Bedstuy,2br,2700,brooklyn,1/13
1904 #4D Gorgeous 1 bed/1 bath apartment in Flatbush!,1br,1625,brooklyn,1/13
2 BR APARTMENT 15 MINUTES TO NYC,2br,2100,astoria,1/13
"Humongous 2Bed/1Bath in prime Prospect Park South! B,Q Trains",2br,2575,prospect park south,1/13
"Very cute studio with dishwasher, prime West Vill",studio,2300,west village,1/13
No Fee - 1100sf 2B/2B w/laundry -Attended lobby/Parking/Package Room,,5000,clinton hill/brooklyn navy yard,1/13
2nd Floor Nice and Clean 1 Bedrooms Apartment,1br,1600,hempstead,1/13
Renovated Bright 1-BR Unit in UES (East 78th St)+ SS Kitchen,,2695,upper east side,1/13
"No Fee - 1100sf Penthouse Loft w/ Manhattan view - Doorman, Garage +",,4650,clinton hill/brooklyn navy yard,1/13
"*MASSIVE SUNNY ""3 BR."" / WITH PRIVATE DECK / WEST 52 ST. & 11 AV.",3br,3895,midtown west,1/13
MASSIVE 2 BD/2BA in Midtown West. Fireplace. Renovated. NO Fee!,2br,6250,midtown west,1/13
Spacious 3 bed 1.5 duplex with a private backyard,3br,3200,bushwick,1/13
Spacious 3 bed 1 bath furnished short term,3br,3200,bushwick,1/13
🟥AMAZING🟩LARGE 2BR/Private Backyard G/J/M TRAIN NO FEE,2br,2895,williamsburg,1/13
Beautiful 1 Bedroom apartment for rent by Owner,1br,1950,brighton beach,1/13
🌟 Bran New 2 Bed unit by Brooklyn College! Laundry in-Unit! $2500,2br,2500,flatbush,1/13
Spacious 2 Bed in prime location!!,2br,2700,bed stuyvesant heights,1/13
228 #A2 Perfectly Spaced Two Bedroom.,2br,2195,brooklyn,1/13
LARGE 1 BD (can convert into 2). Midtown West. Luxury Building. No Fee,1br,4995,midtown west,1/13
"2717 #3L GORGEOUS 2 BED/1 BATH APARTMENT, LAUNDRY IN BLDG, ROOF ACCESS",2br,2275,brooklyn,1/13
Large 4 Bedroom 2 Bath 1 Block From Prospect Park,4br,5850,brooklyn,1/13
MASSIVE Alcove Studio in FIDI. NO FEE! Renovated. High-Floor. BRIGHT,studio,3500,financial district,1/13
------->NO FEE------LUXURY DEVELOPMENT 2 BED 1 BATH----WATERFRONT----5,2br,5100,long island city,1/13
-----NO FEE----1 MO FREE-----LUX 2 BED 2 BATH-------FULL SERVICE-----,2br,5440,downtown,1/13
3 bedroom - Immediate Occupancy,3br,3500,corona,1/13
"Brand New, Absolutely gorgeous, spacious, w/d in unit",,2350,bed-stuy/ stuyvesant heights,1/13
"Brand New, 2 flex 3 bed 2bath, w/d in unit, private roof terrace",3br,4245,bed-stuy/ stuyvesant heights,1/13
HUGE 2 BEDROOM DUPLEX APARTMENT IN COLLEGE POINT,2br,2500,college point,1/13
"Huge, 3 bed 1 bath, renovated, elevator, laundry, kings size bedroooms",3br,3299,kensignton / south slope area/ not too far from prospect par,1/13
East Village Great Studio,studio,2595,east village,1/13
SPACIOUS 3 BEDROOM APARTMENT IN COLLEGE POINT,3br,2600,college point,1/13
"Huge 3 bedroom 1.5 bath plus H/O private outdoor, w/d & 1 parking spot",3br,3200,kensington  (close to prospect park and windsor terrace),1/13
GUT RENOVATED 2 BEDROOM APARTMENT,2br,2500,astoria,1/13
A wonderful TRUE 3 bedroom apartment in LES,3br,3500,lower east side,1/13
"$2,O00.00 2-BDR BSMT APT IN ELMHURST FOR RENT EVERYTHING INCLUDED",,2000,elmhurst,1/13
MASSIVE 1BD/1BA in FIDI. NO FEE! Renovated. High-Floor. Views. NEW,1br,4400,financial district,1/13
Spacious 2 bed 1 bath apt in Bushwick,2br,2700,bushwick,1/13
Spacious 2 Bed /1 Bath Apartment!,2br,2200,east flatbush,1/13
Nice 3b1b Apartment in quiet neighborhood,,1890,stamford,1/13
Quiet Oasis w/ Open Sky,,3700,brooklyn heights,1/13
Beautiful Modern 2 Bedroom 1 Bath apartment available in Flatbush!!,2br,2299,flatbush,1/13
Hells Kitchen Apartment (2 Bed 2 Bath),2br,7000,midtown west,1/13
Rent Stabilized UWS Luxury Renovated 2BD/2BA - W/D in unit,2br,7095,upper west side,1/13
One Bedroom Apartment for Rent,1br,1500,bronxville/yonkers,1/13
We have the perfect 1 bed 1 bath for you and your pets! Tour today!,1br,2620,elmsford,1/13
BRAND NEW 2 BEDROOM! W/D IN UNIT**NO FEE**BROOKLYN COLLEGE,2br,2500,brooklyn college,1/13
BRAND NEW! ONE BEDROOM IN STEPS AWAY FROM BROOKLYN COLLEGE!!,1br,2100,brooklyn college,1/13
BRAND NEW & Gorgeous 2 bedroom Apartments with W/D in unit!,2br,2500,brooklyn,1/13
One bed flat!! Best of Bushwick and Bed-Stuy,1br,2399,bushwick,1/13
CHEAP THREE BED FLAT -  AVAILABLE NOW😳😳,3br,2550,ocean hill,1/13
MODERN 4 BED FLAT IN PRIME RIDGEWOOD!! Gorgeous unit with skylights!,4br,3675,ridgewood,1/13
GORGEOUS NEW 2 BED WITH LAUNDRY IN THE UNIT!! large living room,2br,2500,flatbush,1/13
3 bedroom 1 bath apartment,3br,2750,brooklyn,1/13
2 Bedroom Apartment located in LES!!,2br,3999,lower east side,1/13
RENT STABILIZE 3 Bed Free Utilities! PRIME LOCATION. INCLUDES FREE ELE,3br,5999,east village,1/13
RENT STABILIZED. Real 3 Bed!! Free Utilities! (Free Electric and HIGH,3br,5995,east village,1/13
LARGE 2 BED. ALL UTILITIES INCLUDED (FREE ELECTRIC/CABLE!!). RENT STAB,2br,4400,gramercy,1/13
LARGE 2 BED. ALL UTILITIES INCLUDED (FREE ELECTRIC/CABLE!!). RENT STAB,2br,4400,east village,1/13
Large renovated 1 Bedroom convertible to 2 bedroom apartment available,1br,1900,midwood,1/13
Apartment for Rent (Month to Month),,3300,upper east side,1/13
DUPLEX IN PRIME LOCATION!!,,3200,clinton hill,1/13
Brooklyn Heights 1BR Luxury Condo,1br,4675,brooklyn heights,1/13
STUNNING 3 BED!! W/D IN UNIT!!,3br,3000,brooklyn,1/13
Spacious 3 bedroom apartment in a Great Crown Heights Location!!,3br,3499,crown heights,1/13
MASSIVE 3 BED 2 Bath!! W/D IN UNIT!!,3br,3200,brooklyn,1/13
4 BR/2 Bath Apartment - $2800 w/flexibility,4br,2800,bellerose,1/13
"$2,1oo XXL 1Bed 1Bath CONDO w/Elevator+Laundry+Dishwasher",1br,2,off austin street,1/13
TWO BED DUPLEX WITH BACKYARD! February 1 move-in!,2br,2950,bushwick,1/13
**MASSIVE** FIRST FLOOR APARTMENT IN CROWN HEIGHTS!,,2250,crown heights,1/13
Beautiful 1Bed/1Bath + Roof access in Prime Crown Heights!,1br,2104,crown heights/franklin ave,1/13
Wonderful 2 Bedroom apartment located in the East Village,2br,3350,east village,1/13
RENT STABILIZED. LARGE 1 BED. ALL UTILITIES INCLUDED. Prime location!!,1br,4095,gramercy,1/13
"Beautiful 1Bed/1Bath Right by prospect park! Steps to the B,Q Trains!",1br,2195,prospect park south,1/13
RENT STABILIZED. LARGE 1 BED. ALL UTILITIES INCLUDED. Prime location!!,1br,4095,east village,1/13
RIVERDALE !! 1 TRAIN HARDWOOD FLOOR HUGE PREWAR GEM,,3000,riverdale manhattan college,1/13
BRAND NEW! 2Bed/1Bath Prime prospect park south! Right by the park,2br,2795,prospect park south,1/13
$4750 - 4 Bedrooms apartment with Washer and Dryer,4br,4750,harlem,1/13
$4500 - 4 bedroom apartment with great layout in Harlem,4br,4500,harlem,1/13
$2500 - Perfect student apartment in Morningside Heights,,2500,morningside heights,1/13
**APARTMENT FOR RENT IN FAR ROCKAWAY**,,3300,far rockaway,1/13
🌟 Awesome 2 Bedroom Apartment located in Bedstuy! $2500,2br,2500,bedstuy,1/13
**STUDIO FOR RENT IN FOREST HILLS**,studio,1400,forest hills,1/13
**APARTMENT FOR RENT IN VALLEY STREAM**,,3600,valley stream,1/13
62ND STREET AND ROOSEVELT AVE ONE BEDROOM NEAR #7 TRAIN,1br,1495,woodside,1/13
**HOUSE FOR RENT IN BALDWIN**,,3999,baldwin,1/13
**HOUSE FOR RENT IN FOREST HILLS**,,4000,forest hills,1/13
51ST ST & SKILLMAN AVE BEAUTIFUL ONE BEDROOM AVAILABLE,1br,1700,sunnyside,1/13
39TH STREET AND 50TH AVE BEAUTIFUL ONE BEDROOM AVAILABLE,1br,1650,sunnyside,1/13
Incredible 2 bedroom with office!!,2br,2300,ozone park/woodhaven,1/13
Lovely 2 bdrm in the ❤️ of Hamilton Hts,2br,2260,hamilton heights,1/13
"Spacious 3 bedroom, Midtown EAST! Exposed Brick, Balcony, NO FEE! ASAP",3br,5495,midtown east,1/13
BRAND NEW Studio/ Heart of Bushwick!2 Blocks away from Maria Hernandez,studio,2500,bushwick,1/13
LARGE ONE BEDROOM FREE STORAGE PRIVATE BACKYARD! WASHER AND DRYER! CON,1br,3800,brooklyn,1/13
Large 1 Bedroom in Prime Prospect Lefferts Gardens!,1br,2395,prospect lefferts gardens/prospect park,1/13
Spacious 1 Bedroom in Prime Prospect Heights,1br,2395,prospect heights/prospect park,1/13
"**AMAZING** WLSBRG APARTMENT W/ *GYM, ELEVATOR, LAUNDRY, BIKE ROOM*",,3800,williamsburg,1/13
SHORT TERM RENTAL! 2 MONTHS OK! FURNSIHED!,,3800,brooklyn,1/13
**BRAND NEW STUNNING 2 BED/ 2 BATH APT IN EAST WILLIAMSBURG*NO FEE**,2br,3460,williamsburg,1/13
"Beautiful, sunlit 1 Bedroom 1 bath in Hell's Kitchen",1br,2550,midtown west,1/13
AMAZING DEAL! JUST MINUTES From MARIA HENANDEZ & Dekalb L  BIG LIVINGR,,2900,bushwick,1/13
"SICK HUGE! LOFT-LIKE Reno'd Apt, LAUNDRY IN UNIT! Window In Livingroom",,3300,bushwick,1/13
AMAZING DEAL! DEKALB L TRAIN! Windows in Livingroom! TONS OF LIGHT!,,2600,bushwick,1/13
SUN LIGHT SUN BRIGHT STUDIO IN ELEVATOR LAUNDRY BUILDING - NEAR THE 7,studio,2000,sunnyside / woodside,1/13
Basic 1 bedroom . Nice area .,1br,1850,midwood @ kingshighway b/q subway,1/13
Brand new building-studio-1 and 2 beds-elevator-gym-no fee,studio,3799,east williamsburg,1/13
**LARGE LIVIG ROOM** SPACIOUS 3 BEDROOM IN STUYVSANT HEIGHT***NO FEE,3br,3000,stuyvsent height,1/13
"Sun Drenched 1 bdr, 1.5 bath Brooklyn Apt",1br,2763,brooklyn,1/13
🌟 2 Bed + Home Office! Prime Bushwick! $3200,2br,3200,bushwick,1/13
🌟 Best 4 Bed on Market! Bushwick L/M Train! $3850,4br,3850,bushwick,1/13
🌟Massive Crown Heights 3 bed 2 bath! $3250!,3br,3250,crown heights,1/13
🌟 Stunning 1 Bedroom apartment W/D in-Unit! $2200,1br,2200,flatbush,1/13
🌟 Massive 3 Bedroom Apartment! Prospect Park! King sized room! $2950,3br,2950,brooklyn,1/13
Large Alcove Studio-exposed brick-heat and hot water included.,studio,2195,bedstuy,1/13
Brand new building-studio-1 and 2 beds-elevator-gym-no fee,studio,3400,east williamsburg,1/13
No fee - 2 bed with private balcony - 1 month free!,2br,2971,middle village,1/13
2 Bedroom in Fort Greene,2br,2950,east northport,1/13
Stunning 1BD/1BATH in Top of The Line Building With Shared Backyard,1br,3000,williamsburg,1/13
3 Bedroom Apt for rent,3br,2300,yonkers,1/13
🛑PROSPECT PARK🟢NEW 2BR/Backyard/Laundry B/Q/2/5Train No Fee,2br,2999,prospect lefferts gardens,1/13
"Luxury 1 BR(800sf),$2118,Hardwd,W/D,Terr,Dwntwn",1br,2118,stamford,1/13
AWESOME 2-3 BEDROOM APARTMENT,3br,2350,staten island-stapleton,1/13
NO FEE | 24hr Doorman | Roof Deck | Central Air | UWS | GYM,,4150,upper west side,1/13
NO FEE | 24hr Doorman | Roof Deck | A/C | Pets Allowed | GYM,,2900,upper west side,1/13
NO FEE | 24hr Doorman | Central Park | A/C | Pets Allowed | GYM,,2650,upper west side,1/13
Incredible and Massive 2 Bedroom/ 2 Bathroom Apartment in Prime Bushwi,2br,3799,bushwick,1/13
24hr Doorman | Central Park | A/C | Pets Allowed | Dishwasher,,2950,upper west side,1/13
24hr Doorman | Penn Station | GYM | Pets Allowed | Dishwasher,,2950,midtown west,1/13
24hr Doorman | Roof-Deck | GYM | Pets Allowed | Dishwasher,,2950,gramercy,1/13
Doorman Building | Studio | Dishwasher | Grand Central Station,studio,2800,midtown east,1/13
Amazing 1 BR/ HUESPACE/open kitchen/closet /great location,1br,3600,murray hill,1/13
3 Bedroom in Prime Bushwick! Feb 1st or asap move in!,3br,3500,brooklyn,1/13
Washer and dry in unit - 4 Bedroom in prime bushwick!,4br,4000,brooklyn,1/13
Wow! You'll love this amazing 2 bed 2 bath home in Elmsford,2br,3495,elmsford,1/13
3 bedroom for the price of 2,3br,1850,yonkers,1/13
1 bedroom Apartment for Rent,1br,1550,yonkers,1/13
3 bedroom for rent,3br,2300,yonkers,1/13
Beautiful   1 Bedroom | 1 Bath In Kew Gardens,1br,1800,kew gardens,1/13
BEAUTIFUL/ SPACIOUS/STUDIO/SUNNY&BRIGHT/BALCONY/CITY VIEW /,studio,2695,murray hill,1/13
4 bed 2 Bath duplex House for rent,4br,3800,bellerose,1/13
1 Bedroom All UTILITIES included,1br,2000,park slope,1/13
Apartamento 3 dormitorios1.5 baños,,2850,flushing,1/13
3 Bedroom for the price of two $1800.00,3br,1800,yonkers,1/13
**NEWLY RENOVATED SPACIOUS 3 BED/ 2 BATH APT IN CROWN HEIGHTS*NO FEE**,3br,3000,crown heights,1/13
1 Bedroom available soon,1br,1550,yonkers,1/13
Massive Luxury 1BD w/ Dining Alcove & King Size Bedroom - Call to view,1br,3750,midtown,1/13
Large Studio - 405 Webster Avenue,studio,1500,new rochelle,1/13
The right place for you! Beautiful 2 bed / 2 bath - prime location!,2br,3575,elmsford,1/13
Pet friendly community in Elmsford. 2 BD / 2 BA. Call for tour!,2br,3575,elmsford,1/13
The right place for you! Beautiful 2 bed / 2 bath - prime location!,2br,3029,elmsford,1/13
"Spacious Open concept 1 BR with terrace, Attic",1br,1800,bronx,1/13
GORGEOUS STUDIO IN CROWN HEIGHTS FOR A GREAT PRICE! TONS OF AMENITIES,studio,2000,crown heights,1/13
GORGEOUS 3 BED 2 BATH IN CROWN HEIGHTS!! IN-UNIT W/D & PRIVATE BALCONY,3br,3000,crown heights,1/13
SPACIOUS*ALMOST NEW*LAUNDRY*DISHWASHER*PARKING*CLOSE TO ALL*CAT OK****,,1995,white plains,1/13
LARGE  ONE BEDROOM  * ELEVATOR * LAUNDRY  * MUST SEE,1br,1675,bedford park/fordham,1/13
HUGE 3 BED 1.5 BATH DUPLEX IN BEDSTUY! PRIVATE YARD & SHARED LAUNDRY!,3br,3500,bedstuy,1/13
"SWEET NEW 2 BED 1 BATH IN FLATBUSH! SHARED ROOF &YARD, IN-UNIT LAUNDRY",2br,2600,flatbush,1/13
Red Hook living that checks every box- a modern condo,,6000,red hook,1/13
MASSIVE 3 bed 2 bath in PRIME Crown Hights!! *in unit laundry* No fee,3br,3200,brooklyn,1/13
KING SIZED Modern 1 bed apt at BUSHWICK!! **No fee**,1br,2400,brookyln,1/13
AMAZING 2 bed plus HUGE basement @ PRIME BUSHWICK!! **No fee**,2br,3200,brooklyn,1/13
ONE MONTHS FREE**WATER VIEW**FREE AMENITIES**,,2998,financial district,1/13
**WATER VIEW**CLOSETS SPACE**WALLS ALLOWED**NO FEE,,2800,financial district,1/13
NATURAL LIGHT**TONS OF WINDOWS**CORNER UNIT**NO FEE,,2775,financial district,1/13
3 Bed 2 Bath NO FEE,3br,3000,brooklyn,1/13
3 Bed 2 Bath// W/d in bdlg***NO FEE**,3br,3000,ridgewood,1/13
ROCKAWAY BEACH BEACH BLK ONE BEDROOM,1br,1900,rockaway park,1/13
"*NEWLY RENOVATED, SHOPS CAFES TRAINS BEAUTIFUL, AMAZING SHOPS TRAINS**",,2200,bedford stuyvesant,1/13
"**ROOM ONLY, SPACIOUS,WASHER, DRYER , DISHWASHER, STEPS TO TRAIN, NICE",,800,crown heights,1/13
Large renovated 1 Bedroom apartment available in Midwood!!,1br,1799,midwood,1/13
SPACIOUS ROOM WITH PRIVATE BATH IN PARK SLOPE,,1200,parkslop,1/13
2 Bedroom 1 Bathroom Apartment with central HVAC for rent  Greak Kills,2br,2000,greak kills staten island ny,1/13
UNDER PRICE!  2 BEDROOM IN BUSHWICK NEXT TO L TRAIN,2br,2700,bushwick,1/13
RIGHT NEXT TO MARIA HERNANDEZ PARK** 2 BEDROOM**NE FEE,2br,2800,maria hernandez park,1/13
"Prewar 2BR, Elevator/Laundry Building; Kensington Prospect Park Slope",2br,2550,kensington,1/13
LARGE NEW 3 BEDROOM 2 BATHROOMS. HASA WELCOME,3br,3200,bronx,1/13
3 Bed 2 bath MARIA Hernandez 2 blocks away 💙NO FEE💙,3br,3200,bushwick,1/13
2 Bed 1 Bath PH + MASSIVE Private Roofdeck,2br,3500,bedstuy/bushwick,1/13
2 Bed 1 Bath NO FEE,2br,2500,crownheights,1/13
impressive 2-bedroom NO FEE,2br,2800,bushwick,1/13
"*Bushwick Spacious 1BR APT! Great Price, Must See!",1br,2580,bushwick,1/13
Large Townhouse in a Central Location,,4000,forest hills,1/13
Massive Brownstone unit on parlor flr 😍😍,,1850,"bed stuy, brooklyn",1/13
All New Charming Spacious Apt in a Great Location,,3250,rego park,1/13
Beautiful Spacious Apt,,2600,rego park,1/13
Lovely 2 Bedrooms Apartment in a multi family house,2br,2300,forest hills,1/13
A Great House w/ A Greater Price,,3300,kew garden hills,1/13
Move-in Ready One Bedroom Apt W/D in unit,1br,1989,rego park,1/13
SPACIOUS SUN FLOODED EV STUDIO OASIS + W/D IN UNIT___A STEAL!,studio,2995,east village,1/13
Apartment for rent,,2050,maspeth,1/13
😍Lovely 2.5 br unit on 🤫block,5br,2495,"cypress hills, brooklyn",1/13
1 & 2 BED ROOMS BRAND NEW LUXURY,2br,3000,brooklyn,1/13
"DUPLEX, SHARED YARD, 2.5 Baths 4 Bed Laundry in Building",4br,3795,"ridgewood, queens",1/13
NO fee 3 BR apt for rent by owner,3br,2200,flushing/college point/whitestone,1/13
PRIME WILLIAMSBURG HUGE 2BR SUPER SUNNY KING SIZED PRE WAR CALL ASAP,2br,3299,brooklyn,1/13
1 Bed near Prospect Park! No Broker Fee!,1br,2050,prospect lefferts gardens,1/13
BALCONY * LUXURY ELEVATOR BUILDING * CAR PARKING * GYM_FURNISHED ROOF,,2750,2 & 5 trains @church ave | b & q trains,1/13
FULL LIVING ROOM WITH WINDOWS * LUXURY ELEVATOR BUILDING W GYM!,,2850,clinton hills / forte greene @g train,1/13
PRIVATE BACKYARD * DUPLEX APARTMENT * HUGE FINISHED BASEMENT SPACE *,,4000,wyckoff ave @l train jefferson / morgan,1/13
IN UNIT WASHER DRYER * CENTRAL AIR & HEAT * HARDWOOD FLOORS *,,3200,j m z myrtle broadway | g train myrtle willoughby ave,1/13
PRIVATE DECK * RENOVATED HOUSE * WINDOWS * CENTRAL AIR & HEAT *,,3200,j m z myrtle broadway | g train myrtle willoughby ave,1/13
HUGE PRE WAR * WINDOWS IN THE LIVING ROOM * SEPARATE KITCHEN & LIVING,,1892,"n, q, r & w trains * borough park *",1/13
HUGE RAILROAD * MULTIPLE ROOMS * WINDOWS IN KITCHEN_BACKYARD & LAUNDRY,,3000,"downtown brooklyn * a, c, f, r, 2, 3, 4, 5",1/13
Bedroom Apt**Hot water included,,1995,n.e/ bronx,1/13
3 WALLS OF WINDOWS * CORNER APT * LOTS OF SUNLIGHT * CENTRAL AIR/HEAT,,2100,utica ave * a c & 2 3 4 5,1/13
IN UNIT WASHER DRYER * DISHWASHER * CENTRAL A/C * ROOFTOP ACCESS,,2400,"prospect park @a, c, s, 2, 3, 4, 5 trains",1/13
3 WALLS OF WINDOWS * CORNER APT * LOTS OF SUNLIGHT * CENTRAL AIR/HEAT,,2100,utica ave * a c & 2 3 4 5,1/13
"LIVING ROOM WITH WINDOWS * GREAT CLOSET SPACE_ROOFTOP, YARD & LAUNDRY",,2500,a c trains@kingston-throop avs stop,1/13
PENTHOUSE * DIRECT ROOFTOP ACCESS * KITCHEN W ISLAND * DISHWASHER *,,3000,2 & 5 trains * kings county hospital,1/13
KING SIZED ROOMS * DUPLEX 1ST & 2ND FLOOR * NO BASEMENT * BACKYARD,,3400,a c trains @kingston-throop avs stop,1/13
RENT STABILIZED * BALCONY * WINDOWS IN THE LIVING ROOM * DISHWASHER *,,2480,j train,1/13
FURNISHED ROOFTOP * BACKYARD * LAUNDRY * BALCONY APT * DISHWASHER *,,3400,myrtle broadway j m z trains,1/13
PRIVATE BACKYARD * OLDER 3 BEDROOM * OWNER LOOKING FOR OVER 700 CREDIT,3br,2450,"a, c, j, z trains",1/13
2 KINGS SIZED BEDROOMS * 3RD HUGE OFFICE ROOM * BALCONY * DISHWASHER *,,3500,prospect park @a c s 2 3 4 5 trains,1/13
1 BR. APARTMENT CLOSE TO ALL TRANSPORTATION!,1br,1650,"woodside, sunnyside, jackson heights, corona",1/13
GIGANTIC LIVING ROOM WITH CORNER WINDOWS * 1.5 BATHS * CENTRAL A/C *,,2250,2 & 5 trains @baverly rd,1/13
WINDOWS IN THE LIVING ROOM * ENTIRE 2ND FLOOR OF A 3 STORY HOUSE *,,2400,"2, 3, 4 & 5 trains * baverly rd *",1/13
CONVERTED FACTORY INDUSTRIAL LOFT * SPACE * HUGE WINDOWS *,,5700,bushwick @j train,1/13
IN UNIT WASHER DRYER * WINDOWS IN LIVING ROOM * DISHWASHER *,,5000,"l, g, j, m, z trains * prime williamsburg *",1/13
BRAND NEW * 1.5 BATHS * PARKING AVAIL * LAUNDRY & ROOFTOP ACCESS *,,2750,2 & 5 trains @church ave,1/13
BACKYARD * DUPLEX * 3 BEDS + HUGE BASEMENT SPACE * NIGHT LIFE AREA,3br,3700,maria hernandez park @jefferson l & m trains,1/13
